,model,name,name2,name2,ideal,dn,n,text,em
101,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/fear_disgust_48/48_fear_disgust_d_050.wav,../шумоподавление/DTLN_output/DTLN_48_fear_disgust_d_050.wav,../шумоподавление/Noisereduce_output/Noisereduce_48_fear_disgust_d_050.wav,а играк теоров посмотри да там вообще ну негде клима ставить там вообще какие то да понабирали просто студентов первого курсников,а играк теоров посмотри да там вообще ну негде клийма ставить там вообще какие то дапо набирали просто студентов первовокурсников,а играх теорох посмотри да там вообще ну негде климасти там вообще какихе то да  набирали просто студенто первокусника,"А игра актёров, посмотри. Да там вообще, ну негде клейма ставить. Там вообще какие-то понабирали просто студентов первокурсников. Вот это да.",disgust
102,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/sadness_enthusiasm_24/24_sadness_enthusiasm_e_040.wav,../шумоподавление/DTLN_output/DTLN_24_sadness_enthusiasm_e_040.wav,../шумоподавление/Noisereduce_output/Noisereduce_24_sadness_enthusiasm_e_040.wav,ничего себе восемьдесят шесть я так и представить немогу он тридцать жара как шпарит а тут восемьдесят шесть,ничего себе восемьдесят шесть я так е представить не мого о тридцать жара как парен а тут уще мсяц,анче госемь восемьдесят ше ея так представител нова тридцать жарака шпаль а усеьдся,"Ничего себе! 86! Я так и представить не могу! Он 30 жара как шпарит, а тут 86!",enthusiasm
103,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/enthusiasm_sadness_50/50_enthusiasm_sadness_e_070.wav,../шумоподавление/DTLN_output/DTLN_50_enthusiasm_sadness_e_070.wav,../шумоподавление/Noisereduce_output/Noisereduce_50_enthusiasm_sadness_e_070.wav,ну там листа ет обычно да когда с кос работоньками разговаривает,ну там листает обычно да как то разговаривает,ну там листа это обычно да как ы сказсрокотые ми разговаривае,"Ну он там листает обычно, да, когда с работниками разговаривает.",enthusiasm
104,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/fear_happiness_30/30_fear_happiness_h_010.wav,../шумоподавление/DTLN_output/DTLN_30_fear_happiness_h_010.wav,../шумоподавление/Noisereduce_output/Noisereduce_30_fear_happiness_h_010.wav,валерий владимирович добрый день можно к вам,валерии владерыче добрый день можно клам,валивии владимирович добрый день можо вам,"Валерий Владимирович, добрый день! Можно к вам?",happiness
105,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/disgust_enthusiasm_28/28_disgust_enthusiasm_d_080.wav,../шумоподавление/DTLN_output/DTLN_28_disgust_enthusiasm_d_080.wav,../шумоподавление/Noisereduce_output/Noisereduce_28_disgust_enthusiasm_d_080.wav,надольго а сперва вам надо заколоть волосы а еще лучше одеть какой нибудь головной убор иначе с вас может снять скальп этой самое фризой,ндого сперва вам надо заколо а яче опонял  самой,дого сперва вам надо тако голос а еще оечго  начатланитскаэто сам,"Но, дорогая, сперва вам надо заколоть волосы, а ещё лучше одеть какой-нибудь головной убор, иначе вас может снять скальп этой самой фрезой.",disgust
106,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/sadness_enthusiasm_24/24_sadness_enthusiasm_s_050.wav,../шумоподавление/DTLN_output/DTLN_24_sadness_enthusiasm_s_050.wav,../шумоподавление/Noisereduce_output/Noisereduce_24_sadness_enthusiasm_s_050.wav,венике березовый,вените березовы,винике березон,Винники Березовый,sadness
107,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/sadness_disgust_12/12_sadness_disgust_s_020.wav,../шумоподавление/DTLN_output/DTLN_12_sadness_disgust_s_020.wav,../шумоподавление/Noisereduce_output/Noisereduce_12_sadness_disgust_s_020.wav,я мама володе из девятого б вот заглядывая в дневник своему сыну и вижу двойку по английскому скажите пожалуйста в чем дело,я мама володе из девятого б вот заглядывай вневник своему сыну и вижу двойку по английскому скажите пожалуйста в чем дело,я маму валуй из девятого бы вот заглядывай мнени к своему сыну и вижу двойку по английском скажите пожалуйста в чем дело,"Я мама Володи из 9-го Б. Вот заглядываю в дневник своему сыну и вижу двойку по-английскому. Скажите, пожалуйста, в чем дело?",sadness
108,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/fear_enthusiasm_31/31_fear_enthusiasm_e_050.wav,../шумоподавление/DTLN_output/DTLN_31_fear_enthusiasm_e_050.wav,../шумоподавление/Noisereduce_output/Noisereduce_31_fear_enthusiasm_e_050.wav,мам ты сильно преувеличиваешь,мам ты сильно ипреувеличиваешь,мам ты сильно преувеличиваешь,"Мам, ты сильно преувеличиваешь.",enthusiasm
109,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/happiness_neutral_18/18_happiness_neutral_h_050.wav,../шумоподавление/DTLN_output/DTLN_18_happiness_neutral_h_050.wav,../шумоподавление/Noisereduce_output/Noisereduce_18_happiness_neutral_h_050.wav,конечно а после я наконец то начну изучать любимое дело я давно хотела стать педагогом обучать детей и такие классные,конечно а после я наконец то начну изучать любимое дело я давно хотела стать педагогом обучать детей и такие классные,конечно а после я наконец начну изучать любимое дело я давно хотела стать педагугом обучать детей эи такие классные,"Конечно! А после я наконец-то начну изучать любимое дело. Я давно хотела стать педагогом, обучать детей. Они такие классные!",happiness
110,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/fear_disgust_48/48_fear_disgust_f_060.wav,../шумоподавление/DTLN_output/DTLN_48_fear_disgust_f_060.wav,../шумоподавление/Noisereduce_output/Noisereduce_48_fear_disgust_f_060.wav,вот эти вот которые выходят в ордалаки одничего стоят они там открывают вию глаза ну вот жуть наводят просто на меня честно говоря,яданад просто я,яа н,"Вот эти вот, которые выходят вурдалаки, одни чего стоят, они там открывают вию глаза, ну... Вот жуть наводит просто на меня, честно говоря, прям...",fear
111,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/sadness_disgust_16/16_sadness_disgust_d_081.wav,../шумоподавление/DTLN_output/DTLN_16_sadness_disgust_d_081.wav,../шумоподавление/Noisereduce_output/Noisereduce_16_sadness_disgust_d_081.wav,ага радовать а еще приносить нужество проблем сколько мы потратим на это времени а потом он скажет или она хер уж не знаю что там получится если пол,ага равдовать а еще приносить нуество проблема сколько ну потратим на это времени а потом он скажет онахе уж не знаю что там получится еслип,ага равдовать а еще приносите нуто проблем сколько он потратим на это времени а потом он скажет  уж не знаю что там получится если по,"ага, радовать, а еще приносить множество проблем. Сколько мы потратим на это времени, а потом он скажет, или она, я уж не знаю, что там получится, если получится.",disgust
112,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/anger_fear_42/42_anger_fear_f_150.wav,../шумоподавление/DTLN_output/DTLN_42_anger_fear_f_150.wav,../шумоподавление/Noisereduce_output/Noisereduce_42_anger_fear_f_150.wav,если он пару роскрикнул это не значит что он постоянно кричит ночь,если он пару раскригнул это не значит что он постоянно кричет,если он пару раз крикул это не значит что он постоянно ключе,"Если он пару раз крикнул, это не значит, что он постоянно кричит ночью.",fear
113,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/happiness_fear_29/29_happiness_fear_h_140.wav,../шумоподавление/DTLN_output/DTLN_29_happiness_fear_h_140.wav,../шумоподавление/Noisereduce_output/Noisereduce_29_happiness_fear_h_140.wav,бойще он приедут самый лучший идой специально приготовленый для вас,аой счи он приедут самый лучший идой специально приготовленый для вас,нагоде сещи я вам приедут самой лучший иду и специально приготовленый для вас,"Не бойтесь, к вам приедут с самой лучшей едой, специально приготовленной для вас.",happiness
114,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/sadness_disgust_16/16_sadness_disgust_s_020.wav,../шумоподавление/DTLN_output/DTLN_16_sadness_disgust_s_020.wav,../шумоподавление/Noisereduce_output/Noisereduce_16_sadness_disgust_s_020.wav,вно ты ведь понимаешь что наша семья неполная ребенок это счастье он будет рядом он будет улыбаться тебе,внова тредеть понимаешь что наше изоли евленок это счастье он будет рядом  будет улыбаться тебе,т понимаешь что наширебенок это счастье он будет ядом будут улыбаться тебе,"Но ты ведь понимаешь, что наша семья не полная. Ребёнок — это счастье. Он будет рядом, он будет улыбаться тебе.",sadness
115,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/happiness_fear_29/29_happiness_fear_f_110.wav,../шумоподавление/DTLN_output/DTLN_29_happiness_fear_f_110.wav,../шумоподавление/Noisereduce_output/Noisereduce_29_happiness_fear_f_110.wav,ха на что вы мне рстите мно уи мня алындалм не нужен пожалуйста мне,ха а что вы мня рстите мно уи мня алындалм не нужен пожалуйста мне,н что умерстить мны у ймне алындам не нужен пожалуйста мне,"Ну что вы меня ртите? Мне лендл не нужен, пожалуйста мне...",fear
116,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/sadness_disgust_33/33_sadness_disgust_s_110.wav,../шумоподавление/DTLN_output/DTLN_33_sadness_disgust_s_110.wav,../шумоподавление/Noisereduce_output/Noisereduce_33_sadness_disgust_s_110.wav,внешность обманчив,внешно стамани,внешность обманчи,Внешность обманчива.,sadness
117,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/disgust_enthusiasm_20/20_disgust_enthusiasm_e_120.wav,../шумоподавление/DTLN_output/DTLN_20_disgust_enthusiasm_e_120.wav,../шумоподавление/Noisereduce_output/Noisereduce_20_disgust_enthusiasm_e_120.wav,о че мы будем с вами договариваться очень интересно,о че мы будем с вами договариваться  очень интересны,о чем  с вами договариваться очень интересно,О чем мы будем с вами договариваться? И это очень интересно!,enthusiasm
118,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/sadness_anger_39/39_sadness_anger_s_030.wav,../шумоподавление/DTLN_output/DTLN_39_sadness_anger_s_030.wav,../шумоподавление/Noisereduce_output/Noisereduce_39_sadness_anger_s_030.wav,но что же мне делать она руках мене лежит что я его пытаюсь откачать я его бью бощекам а у меня очнюю никак не может очнуться и подскажить,как я пытаюсь откачать я его бью пощекам а у меня чнее никак не может очнуться подскажить,ну что же мне делаю не жит что я его пытаюсь отключать я его бю бощекам а он меня очню никак не может очнуться подскажите,Что же мне делать? Он лежит на руках Я пытаюсь его откачать Я бью его по щекам Он не может очнуться Подскажите...,sadness
119,bond005/wav2vec2-large-ru-golos,../dataset/RESD_csv/train/happiness_neutral_38/38_happiness_neutral_n_100.wav,../шумоподавление/DTLN_output/DTLN_38_happiness_neutral_n_100.wav,../шумоподавление/Noisereduce_output/Noisereduce_38_happiness_neutral_n_100.wav,течение пяти дней ну не забывайте что мы заботимся а вас и о ваш товарх который вы пересылаете с помощь нашей компании а теперь пожалуйста оставайтесь на лине,и о ваш товар который пересылаете с помощь нашей компанииа теперь пожалуйста оставайтесь на лине,я в товар который пересылаете с помощь наш компаниа теперь пожалуйста оставайтесь на линии,"в течение пяти дней. Но не забывайте, что мы заботимся о вас и о ваших товарах, которые вы пересылаете с помощью нашей компании. А теперь, пожалуйста, оставайтесь на линии.",neutral
120,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_anger_39/39_sadness_anger_s_020.wav,../шумоподавление/DTLN_output/DTLN_39_sadness_anger_s_020.wav,../шумоподавление/Noisereduce_output/Noisereduce_39_sadness_anger_s_020.wav,"Ну он уже не дышит, всё что мне делать.",Мұм ұм же не пешт үсек жұтал не тихать,Но он же не бежит и сожжём и театр.,Он уже не дышит. Что мне делать?,sadness
121,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_happiness_49/49_sadness_happiness_h_080.wav,../шумоподавление/DTLN_output/DTLN_49_sadness_happiness_h_080.wav,../шумоподавление/Noisereduce_output/Noisereduce_49_sadness_happiness_h_080.wav,"я сейчас помню, я дам тебе, если тебе что-то не устраивает, не мои проблемы.","Я сейчас помою и отдам тебе, если тебе что-то не устраивает, не мои проблемы.","я сейчас помню, я дам тебе, если тебе что-то не устраивает, не мои проблемы.","Я сейчас помою и отдам тебе, если тебя что-то не устраивает, не мои проблемы.",happiness
122,Shirali/whisper-small-ru,../dataset/RESD_csv/train/02_anger_sadness/02_anger_sadness a_051.wav,../шумоподавление/DTLN_output/DTLN_02_anger_sadness a_051.wav,../шумоподавление/Noisereduce_output/Noisereduce_02_anger_sadness a_051.wav,"Неужели? Дольше. Анна Ивановна, семь десятлет. Она делает быстрее чем ты, а ты молодой специалист, конечно.","Неужели, дольше? Анна Ивановна, семь десятлет, он делает быстрее чем ты, а ты, ну, дой специалист, конечно.","неужели дольше. Анна Ивановна, семь десятлет, а делай быстрее, чем ты, а ты той специалист, конечно.","Неужели дольше? Анна Ивановна 70 лет. Она делает быстрее, чем ты. А ты молодой специалист. Конечно.",anger
123,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_disgust_33/33_sadness_disgust_d_020.wav,../шумоподавление/DTLN_output/DTLN_33_sadness_disgust_d_020.wav,../шумоподавление/Noisereduce_output/Noisereduce_33_sadness_disgust_d_020.wav,мало ли что ты захотел,пока и еште тезакайцы,малыш что-то захотел,Мало ли что ты захотел,disgust
124,Shirali/whisper-small-ru,../dataset/RESD_csv/train/05_neutral_fear/05_neutral_fear n_020.wav,../шумоподавление/DTLN_output/DTLN_05_neutral_fear n_020.wav,../шумоподавление/Noisereduce_output/Noisereduce_05_neutral_fear n_020.wav,"Да, не всегда вечером плохо ходит.","Да, всегда вечером плохо ходит.","Да, не всегда вечером плохо ходит.","Да, они всегда вечером плохо ходят.",neutral
125,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_anger_21/21_happiness_anger_a_110.wav,../шумоподавление/DTLN_output/DTLN_21_happiness_anger_a_110.wav,../шумоподавление/Noisereduce_output/Noisereduce_21_happiness_anger_a_110.wav," Нет. Принимайте заказ и идите готовьте, я есть хочу.","не, принимайте заказ и идите готовте, я есть хочу.",принимайте заказ и идите готов к нере есть хочу,Нет! Принимайте заказ и идите готовьте! Я есть хочу!,anger
126,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_neutral_18/18_happiness_neutral_h_080.wav,../шумоподавление/DTLN_output/DTLN_18_happiness_neutral_h_080.wav,../шумоподавление/Noisereduce_output/Noisereduce_18_happiness_neutral_h_080.wav,А может быть мы с ней подружимся и будем лучшими друзьями.,А может быть мы с ней подружимся и будем лучшими друзьями,А может быть мы с ней подружимся и будем лучшими друзьями,А может быть мы с ней подружимся и будем лучшими друзьями?,happiness
127,Shirali/whisper-small-ru,../dataset/RESD_csv/train/anger_fear_42/42_anger_fear_f_030.wav,../шумоподавление/DTLN_output/DTLN_42_anger_fear_f_030.wav,../шумоподавление/Noisereduce_output/Noisereduce_42_anger_fear_f_030.wav,"Послушайте, у вас есть дети?",послушайте у вас есть дети?,"Послушайте, у вас есть дети?","Послушайте, у вас есть дети?",fear
128,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_enthusiasm_32/32_happiness_enthusiasm_h_072.wav,../шумоподавление/DTLN_output/DTLN_32_happiness_enthusiasm_h_072.wav,../шумоподавление/Noisereduce_output/Noisereduce_32_happiness_enthusiasm_h_072.wav,"Ну вдруг они доль дорого стоит, дороже чем пять тысяч","ну тупка недольно долго стоит, дороже чем петлин","Только не будет, долго стоит, дороже чем пять тысяч","Ну, вдруг они дорого стоят, дороже, чем пять тысяч.",happiness
129,Shirali/whisper-small-ru,../dataset/RESD_csv/train/enthusiasm_sadness_47/47_enthusiasm_sadness_e_070.wav,../шумоподавление/DTLN_output/DTLN_47_enthusiasm_sadness_e_070.wav,../шумоподавление/Noisereduce_output/Noisereduce_47_enthusiasm_sadness_e_070.wav,"Нужно в кредит, хотите в кредит?",тәпек жұрт ендей бәтек ендей,"Можно в кредит, хотите в кредит?",Нужно в кредит. Хотите в кредит.,enthusiasm
130,Shirali/whisper-small-ru,../dataset/RESD_csv/train/neutral_fear_27/27_neutral_fear_f_110.wav,../шумоподавление/DTLN_output/DTLN_27_neutral_fear_f_110.wav,../шумоподавление/Noisereduce_output/Noisereduce_27_neutral_fear_f_110.wav,"Да, но я же не смогу жить без этого.",Да ну я же не смогу жить без этого.,"Да, но я же не смогу жить без этого.","Да, но я же не смогу жить без этого.",fear
131,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_enthusiasm_24/24_sadness_enthusiasm_s_030.wav,../шумоподавление/DTLN_output/DTLN_24_sadness_enthusiasm_s_030.wav,../шумоподавление/Noisereduce_output/Noisereduce_24_sadness_enthusiasm_s_030.wav,"Ну давай посмотрим на градусник, ну вот сейчас 86 градуса.","Ну давай посмотрим на градусник, ну вот сейчас 86 градуса.","Ну давай посмотрим на градус, ну вот сейчас 86 градуса.","Ну, давай посмотрим на градусник. Ну вот сейчас 86 градусов.",sadness
132,Shirali/whisper-small-ru,../dataset/RESD_csv/train/neutral_enthusiasm_13/13_neutral_enthusiasm_n_061.wav,../шумоподавление/DTLN_output/DTLN_13_neutral_enthusiasm_n_061.wav,../шумоподавление/Noisereduce_output/Noisereduce_13_neutral_enthusiasm_n_061.wav,"я вам могла вам посоветовывать на такой случай тариф рауминг, то есть вы платите обычный тариф, то есть",я вам вам вы платите обычный тариф то есть,"я вам, я вам,                                                                                                                                                                                                                                                                                                                                                                                                                                                     ","Я бы могла вам посоветовать на такой случай тариф роуминг. То есть вы платите обычный тариф, то есть вы платите обычный тариф,",neutral
133,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_enthusiasm_24/24_sadness_enthusiasm_s_110.wav,../шумоподавление/DTLN_output/DTLN_24_sadness_enthusiasm_s_110.wav,../шумоподавление/Noisereduce_output/Noisereduce_24_sadness_enthusiasm_s_110.wav,"Да можно конечно, ты только об этом выпьешь потом к жине объясняться, потом на утро голова болит, не знаю.","Дәңден ешін ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін, дұмден ешін",Отморожен кересін депрессиональный депрессиональный жуткен сымал тұкытың аутра селу абыли.,"Да можно, конечно, но только потом выпьешь, потом к жене объясняться, потом на утро голова болит. Не, не знаю.",sadness
134,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_disgust_12/12_sadness_disgust_s_090.wav,../шумоподавление/DTLN_output/DTLN_12_sadness_disgust_s_090.wav,../шумоподавление/Noisereduce_output/Noisereduce_12_sadness_disgust_s_090.wav,"Нет-нет-нет подождите давайте всё-таки договоримся, вот я хочу чтобы мой сын ходил в дополнительные занятия чем он хуже остальных учеников","Давайте все-таки договорились, вот я хочу чтобы мытсенка один дополнительный занятие чем он хуже остальных ученик","Давайте всё-таки договориться, я хочу чтобы мы сенка был дополнительный занятий чем он куже остальных учеников","Нет-нет-нет, подождите. Давайте всё-таки договоримся. Вот я хочу, чтобы мой сын ходил на дополнительные занятия, чем он хуже остальных учеников.",sadness
135,Shirali/whisper-small-ru,../dataset/RESD_csv/train/fear_happiness_30/30_fear_happiness_h_120.wav,../шумоподавление/DTLN_output/DTLN_30_fear_happiness_h_120.wav,../шумоподавление/Noisereduce_output/Noisereduce_30_fear_happiness_h_120.wav, Why are you afraid? Why are you worried? Everything will be easy for us.,"Но чего вы боитесь, ну чего вы переживаете, ну всё будет у нас просто","Но чего вы боитесь, ну чего вы переживаете, ну всё будет у нас просто",Ну чего вы боитесь? Ну чего вы переживаете? Ну все будет у нас просто!,happiness
136,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_disgust_16/16_sadness_disgust_d_020.wav,../шумоподавление/DTLN_output/DTLN_16_sadness_disgust_d_020.wav,../шумоподавление/Noisereduce_output/Noisereduce_16_sadness_disgust_d_020.wav,Тебе меня недостаточно. Зачем тебе ещё ребёнок? Зачем тебе все эти дополнительные сложности? Как будто сейчас у нас всё хорошо и достаточно денег на жизнь.,Тебе меняли достаточно? А че тебе еще ребенок? А че тебе все эти бессмысленные сложности? А вот это сейчас у нас все хорошо и достаточно денег на жизнь.,Тебе нереально достаточно? Зачем тебе еще ремен? Зачем тебе все эти губенительные степенности? Какие-то сейчас у нас все хорошо и достаточно денег на жизнь,Тебе меня недостаточно? Зачем тебе ещё и ребёнок? Зачем тебе все эти дополнительные сложности? Как будто сейчас у нас всё хорошо и достаточно денег на жизнь.,disgust
137,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_sadness_45/45_happiness_sadness_h_100.wav,../шумоподавление/DTLN_output/DTLN_45_happiness_sadness_h_100.wav,../шумоподавление/Noisereduce_output/Noisereduce_45_happiness_sadness_h_100.wav,учай,учай,учай,или СПИ!!!!,happiness
138,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_sadness_45/45_happiness_sadness_s_010.wav,../шумоподавление/DTLN_output/DTLN_45_happiness_sadness_s_010.wav,../шумоподавление/Noisereduce_output/Noisereduce_45_happiness_sadness_s_010.wav,И ну куда ты бежишь и не вот,Куда тебе шыть шыть?,Но куда ты берешь?,"Блин, ну куда ты бежишь, идиот?",sadness
139,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_neutral_38/38_happiness_neutral_h_090.wav,../шумоподавление/DTLN_output/DTLN_38_happiness_neutral_h_090.wav,../шумоподавление/Noisereduce_output/Noisereduce_38_happiness_neutral_h_090.wav,"Когда же придёт, она быстро придёт.",Она быстро придёт,"Предарит, она быстро придёт",Когда же придёт? Она быстро придёт?,happiness
140,Shirali/whisper-small-ru,../dataset/RESD_csv/train/enthusiasm_sadness_15/15_enthusiasm_sadness_s_010.wav,../шумоподавление/DTLN_output/DTLN_15_enthusiasm_sadness_s_010.wav,../шумоподавление/Noisereduce_output/Noisereduce_15_enthusiasm_sadness_s_010.wav,здравствуйте. Я хотел бы записаться на курсы английского языка.,,,Здравствуйте! Я хотел бы записаться на курсы английского языка.,sadness
141,Shirali/whisper-small-ru,../dataset/RESD_csv/train/neutral_fear_35/35_neutral_fear_f_052.wav,../шумоподавление/DTLN_output/DTLN_35_neutral_fear_f_052.wav,../шумоподавление/Noisereduce_output/Noisereduce_35_neutral_fear_f_052.wav,дежурного или как там их называют вот и такое ощущение что вот скоро кислород закончится,Теколы жажа нүштің әспәріп қыжынаймынді әкұмбешті.,"Түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, түс жолын, т�","дежурного, или как там их называют. И такое ощущение, что скоро кислород закончится.",fear
142,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_disgust_12/12_sadness_disgust_d_110.wav,../шумоподавление/DTLN_output/DTLN_12_sadness_disgust_d_110.wav,../шумоподавление/Noisereduce_output/Noisereduce_12_sadness_disgust_d_110.wav,"На гитаре, не ну я понимаю ещё Фортепиана там было бы, я ещё понимаю а гитара ну что это такой инструмент, пусть приходит и учит английский язык это хотя бы в жизни пригодится.", I did everything I could to impress that girl last night. Let's hope she turns up this time to meet me.,"Думал я все-таки куча мое девое, ах, надеюсь она вытяблится в этот раз и встретит меня.","На гитаре? Не, ну я понимаю, ещё фортепиано там было бы, я ещё понимаю. А гитара? Ну что это такое за инструмент? Пусть приходит и учит английский язык, это хотя бы в жизни пригодится.",disgust
143,Shirali/whisper-small-ru,../dataset/RESD_csv/train/neutral_anger_44/44_neutral_anger_n_020.wav,../шумоподавление/DTLN_output/DTLN_44_neutral_anger_n_020.wav,../шумоподавление/Noisereduce_output/Noisereduce_44_neutral_anger_n_020.wav,потому что я каждый день подписываю договор о том что я не принимаю такие,Потому что я каждый день подписываю договор о том что я не принимаю такие,Потому что я каждый день подписываю договор о том что я не принимаю такие,"Потому что я каждый день подписываю договор о том, что я не принимаю такие.",neutral
144,Shirali/whisper-small-ru,../dataset/RESD_csv/train/fear_anger_22/22_fear_anger_f_160.wav,../шумоподавление/DTLN_output/DTLN_22_fear_anger_f_160.wav,../шумоподавление/Noisereduce_output/Noisereduce_22_fear_anger_f_160.wav, У меня вообще такое настроение сейчас вот поставить машину и вот на первую автобус есть и поехать.,тұш,Смеш.,"У меня вообще такое настроение, я сейчас поставить машину и вот на первый автобус сесть и поехать.",fear
145,Shirali/whisper-small-ru,../dataset/RESD_csv/train/neutral_disgust_17/17_neutral_disgust_d_092.wav,../шумоподавление/DTLN_output/DTLN_17_neutral_disgust_d_092.wav,../шумоподавление/Noisereduce_output/Noisereduce_17_neutral_disgust_d_092.wav,"все ваши рекламные акции пожалуйста больше не партиями мозги и следите с моих ушей, хорошо?","Все ваши главные ации, пожалуйста, будешь не партий, не божьи, следи с моих ушей, хорошо?","все ваши декламные ации, пожалуйста, вот ж не парень не мог их, не звезь здесь моих ушей, хорошо?","все ваши рекламные акции, пожалуйста, больше не парьте мне мозги и слезьте с моих ушей, хорошо?",disgust
146,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_happiness_49/49_sadness_happiness_s_080.wav,../шумоподавление/DTLN_output/DTLN_49_sadness_happiness_s_080.wav,../шумоподавление/Noisereduce_output/Noisereduce_49_sadness_happiness_s_080.wav,"Дай мне ведро пожалуйста ну дай, я прошу как человека прошу. Слушай.",біп,Сессия.,"Дай мне ведро, пожалуйста, ну дай! Я тебя прошу, как человека прошу! Слушай... Берите оператору в чёрное что ли determination в помощь!",sadness
147,Shirali/whisper-small-ru,../dataset/RESD_csv/train/fear_enthusiasm_31/31_fear_enthusiasm_e_080.wav,../шумоподавление/DTLN_output/DTLN_31_fear_enthusiasm_e_080.wav,../шумоподавление/Noisereduce_output/Noisereduce_31_fear_enthusiasm_e_080.wav,," Мам, не переживай, всё в порядке. Следующий раз, я куплю новый телефон, буду постоянно с тобой созваниваться и ты перестанешь переживать.","Мам, не переживай, всё в порядке. Следующий раз, я куплю новый телефон, буду постоянно с тобой созваниваться и ты перестанешь переживать.","Мам, не переживай, всё в порядке. В следующий раз я куплю новый телефон, буду постоянно с тобой созваниваться, и ты перестанешь переживать.",enthusiasm
148,Shirali/whisper-small-ru,../dataset/RESD_csv/train/neutral_fear_27/27_neutral_fear_n_040.wav,../шумоподавление/DTLN_output/DTLN_27_neutral_fear_n_040.wav,../шумоподавление/Noisereduce_output/Noisereduce_27_neutral_fear_n_040.wav,"Да, я знаю. И вот когда человек работает долго и хорошо ему, как вы думаете что нужно?","Да, я знаю. И вот когда человек работает долго и хорошо ему, как вы думаете что нужно?","Да, я знаю, и вот когда человек работает долго и хорошо ему как вы думаете что нужно","Да, я знаю. И вот когда человек работает долго и хорошо, ему, как вы думаете, что нужно?",neutral
