,number,model,file,label_pred,label_true,rez_from_model,t1
136,126,Aniemore/hubert-emotion-russian-resd,05_neutral_fear/05_neutral_fear f_061.wav,fear,fear,"[{'score': 0.9988067150115967, 'label': 'fear'}, {'score': 0.0008421899401582778, 'label': 'sadness'}, {'score': 0.00012986344518139958, 'label': 'anger'}, {'score': 0.00012847405741922557, 'label': 'happiness'}, {'score': 5.21545771334786e-05, 'label': 'neutral'}]",1.5316095352172852
137,129,Aniemore/hubert-emotion-russian-resd,happiness_neutral_38/38_happiness_neutral_h_040.wav,enthusiasm,happiness,"[{'score': 0.9756848812103271, 'label': 'enthusiasm'}, {'score': 0.016033604741096497, 'label': 'happiness'}, {'score': 0.004017425701022148, 'label': 'sadness'}, {'score': 0.003199609462171793, 'label': 'neutral'}, {'score': 0.0007460547494702041, 'label': 'fear'}]",1.0012965202331543
138,132,Aniemore/hubert-emotion-russian-resd,sadness_disgust_12/12_sadness_disgust_d_090.wav,disgust,disgust,"[{'score': 0.9990718364715576, 'label': 'disgust'}, {'score': 0.0006621284992434084, 'label': 'enthusiasm'}, {'score': 7.679063128307462e-05, 'label': 'neutral'}, {'score': 6.762043631169945e-05, 'label': 'sadness'}, {'score': 6.603429210372269e-05, 'label': 'anger'}]",0.9647586345672607
139,135,Aniemore/hubert-emotion-russian-resd,happiness_sadness_45/45_happiness_sadness_s_160.wav,happiness,sadness,"[{'score': 0.8602903485298157, 'label': 'happiness'}, {'score': 0.05473383143544197, 'label': 'sadness'}, {'score': 0.03924563154578209, 'label': 'fear'}, {'score': 0.023504454642534256, 'label': 'neutral'}, {'score': 0.02050567790865898, 'label': 'enthusiasm'}]",0.366973876953125
140,138,Aniemore/hubert-emotion-russian-resd,07_fear_neutral/07_fear_neutral f_040.wav,fear,fear,"[{'score': 0.9976773858070374, 'label': 'fear'}, {'score': 0.0006133673014119267, 'label': 'neutral'}, {'score': 0.0005782158114016056, 'label': 'happiness'}, {'score': 0.00046243832912296057, 'label': 'sadness'}, {'score': 0.0003741238033398986, 'label': 'anger'}]",1.0760669708251953
141,141,Aniemore/hubert-emotion-russian-resd,disgust_enthusiasm_28/28_disgust_enthusiasm_e_040.wav,enthusiasm,enthusiasm,"[{'score': 0.9984051585197449, 'label': 'enthusiasm'}, {'score': 0.0011289921822026372, 'label': 'neutral'}, {'score': 0.000237630883930251, 'label': 'happiness'}, {'score': 0.00013451173435896635, 'label': 'disgust'}, {'score': 5.268228778732009e-05, 'label': 'fear'}]",0.27419233322143555
142,144,Aniemore/hubert-emotion-russian-resd,happiness_enthusiasm_32/32_happiness_enthusiasm_h_080.wav,happiness,happiness,"[{'score': 0.996112048625946, 'label': 'happiness'}, {'score': 0.0035037402994930744, 'label': 'enthusiasm'}, {'score': 0.00012407623580656946, 'label': 'neutral'}, {'score': 0.00011585743050090969, 'label': 'fear'}, {'score': 6.877836858620867e-05, 'label': 'anger'}]",1.6854875087738037
143,147,Aniemore/hubert-emotion-russian-resd,04_fear_enthusiasm/04_fear_enthusiasm e_040.wav,enthusiasm,enthusiasm,"[{'score': 0.9558151960372925, 'label': 'enthusiasm'}, {'score': 0.043416306376457214, 'label': 'neutral'}, {'score': 0.0002663250779733062, 'label': 'sadness'}, {'score': 0.00021297595230862498, 'label': 'disgust'}, {'score': 0.0002044713473878801, 'label': 'fear'}]",0.7563953399658203
144,150,Aniemore/hubert-emotion-russian-resd,sadness_disgust_12/12_sadness_disgust_s_060.wav,sadness,sadness,"[{'score': 0.9985992312431335, 'label': 'sadness'}, {'score': 0.0009046015329658985, 'label': 'fear'}, {'score': 0.00023487488215323538, 'label': 'neutral'}, {'score': 9.694735490484163e-05, 'label': 'enthusiasm'}, {'score': 8.766762766754255e-05, 'label': 'disgust'}]",0.8418734073638916
145,153,Aniemore/hubert-emotion-russian-resd,fear_anger_22/22_fear_anger_a_050.wav,anger,anger,"[{'score': 0.9979904890060425, 'label': 'anger'}, {'score': 0.0010225786827504635, 'label': 'happiness'}, {'score': 0.0008464779239147902, 'label': 'fear'}, {'score': 9.131256956607103e-05, 'label': 'disgust'}, {'score': 3.0202341804397292e-05, 'label': 'sadness'}]",0.5292794704437256
146,156,Aniemore/hubert-emotion-russian-resd,disgust_enthusiasm_28/28_disgust_enthusiasm_e_100.wav,enthusiasm,enthusiasm,"[{'score': 0.9978106617927551, 'label': 'enthusiasm'}, {'score': 0.0018871722277253866, 'label': 'neutral'}, {'score': 0.00016336562111973763, 'label': 'disgust'}, {'score': 6.522617331938818e-05, 'label': 'happiness'}, {'score': 5.6059016060316935e-05, 'label': 'sadness'}]",0.8776130676269531
147,159,Aniemore/hubert-emotion-russian-resd,neutral_fear_27/27_neutral_fear_f_120.wav,fear,fear,"[{'score': 0.9990386962890625, 'label': 'fear'}, {'score': 0.00038034055614843965, 'label': 'happiness'}, {'score': 0.00034259044332429767, 'label': 'sadness'}, {'score': 0.00011499279935378581, 'label': 'anger'}, {'score': 5.899388997931965e-05, 'label': 'neutral'}]",1.301513671875
148,162,Aniemore/hubert-emotion-russian-resd,04_fear_enthusiasm/04_fear_enthusiasm f_110.wav,happiness,fear,"[{'score': 0.7049962878227234, 'label': 'happiness'}, {'score': 0.29274782538414, 'label': 'fear'}, {'score': 0.0010690835770219564, 'label': 'enthusiasm'}, {'score': 0.0007104425458237529, 'label': 'anger'}, {'score': 0.00020302273333072662, 'label': 'neutral'}]",0.8506357669830322
149,165,Aniemore/hubert-emotion-russian-resd,01_happiness_anger/01_happiness_anger a_090.wav,anger,anger,"[{'score': 0.9984015822410583, 'label': 'anger'}, {'score': 0.0012398124672472477, 'label': 'disgust'}, {'score': 0.00016033572319429368, 'label': 'fear'}, {'score': 0.0001574224152136594, 'label': 'happiness'}, {'score': 2.3624408640898764e-05, 'label': 'sadness'}]",0.5712635517120361
150,168,Aniemore/hubert-emotion-russian-resd,sadness_anger_39/39_sadness_anger_s_090.wav,sadness,sadness,"[{'score': 0.9985840320587158, 'label': 'sadness'}, {'score': 0.0005598607822321355, 'label': 'neutral'}, {'score': 0.0004153103509452194, 'label': 'fear'}, {'score': 0.000250114593654871, 'label': 'disgust'}, {'score': 9.668938582763076e-05, 'label': 'enthusiasm'}]",2.7737200260162354
151,171,Aniemore/hubert-emotion-russian-resd,fear_anger_22/22_fear_anger_f_100.wav,fear,fear,"[{'score': 0.9987356066703796, 'label': 'fear'}, {'score': 0.00047210094635374844, 'label': 'sadness'}, {'score': 0.0004227265017107129, 'label': 'anger'}, {'score': 0.00029418812482617795, 'label': 'happiness'}, {'score': 3.399368142709136e-05, 'label': 'disgust'}]",0.894183874130249
152,174,Aniemore/hubert-emotion-russian-resd,07_fear_neutral/07_fear_neutral n_060.wav,neutral,neutral,"[{'score': 0.9382176995277405, 'label': 'neutral'}, {'score': 0.05951480194926262, 'label': 'enthusiasm'}, {'score': 0.0017434568144381046, 'label': 'sadness'}, {'score': 0.0002060036495095119, 'label': 'disgust'}, {'score': 0.00014206045307219028, 'label': 'happiness'}]",0.22530126571655273
153,177,Aniemore/hubert-emotion-russian-resd,neutral_anger_44/44_neutral_anger_a_160.wav,anger,anger,"[{'score': 0.998913049697876, 'label': 'anger'}, {'score': 0.00042026155279017985, 'label': 'happiness'}, {'score': 0.00036502149305306375, 'label': 'fear'}, {'score': 0.00026770486147142947, 'label': 'disgust'}, {'score': 2.071394192171283e-05, 'label': 'sadness'}]",0.9996495246887207
154,180,Aniemore/hubert-emotion-russian-resd,sadness_disgust_46/46_sadness_disgust_d_063.wav,fear,disgust,"[{'score': 0.9722489714622498, 'label': 'fear'}, {'score': 0.022155210375785828, 'label': 'anger'}, {'score': 0.004980294965207577, 'label': 'happiness'}, {'score': 0.0003390581696294248, 'label': 'sadness'}, {'score': 0.00018856165115721524, 'label': 'disgust'}]",0.7769451141357422
155,183,Aniemore/hubert-emotion-russian-resd,enthusiasm_happiness_26/26_enthusiasm_happiness_e_030.wav,enthusiasm,enthusiasm,"[{'score': 0.9282879829406738, 'label': 'enthusiasm'}, {'score': 0.06937819719314575, 'label': 'disgust'}, {'score': 0.000923335668630898, 'label': 'happiness'}, {'score': 0.0008342477376572788, 'label': 'neutral'}, {'score': 0.000453032465884462, 'label': 'sadness'}]",0.41779351234436035
156,186,Aniemore/hubert-emotion-russian-resd,enthusiasm_fear_40/40_enthusiasm_fear_e_050.wav,enthusiasm,enthusiasm,"[{'score': 0.9832221865653992, 'label': 'enthusiasm'}, {'score': 0.014512958936393261, 'label': 'neutral'}, {'score': 0.0015004355227574706, 'label': 'sadness'}, {'score': 0.0006814403459429741, 'label': 'disgust'}, {'score': 4.013213765574619e-05, 'label': 'fear'}]",0.3528425693511963
157,189,Aniemore/hubert-emotion-russian-resd,fear_disgust_41/41_fear_disgust_d_070.wav,disgust,disgust,"[{'score': 0.6593626141548157, 'label': 'disgust'}, {'score': 0.3222649097442627, 'label': 'happiness'}, {'score': 0.006226615514606237, 'label': 'sadness'}, {'score': 0.006025024689733982, 'label': 'fear'}, {'score': 0.0036271200515329838, 'label': 'enthusiasm'}]",1.402796745300293
158,192,Aniemore/hubert-emotion-russian-resd,fear_happiness_30/30_fear_happiness_f_110.wav,disgust,fear,"[{'score': 0.9667710065841675, 'label': 'disgust'}, {'score': 0.018500057980418205, 'label': 'anger'}, {'score': 0.00995323434472084, 'label': 'fear'}, {'score': 0.004251569975167513, 'label': 'sadness'}, {'score': 0.0003120000765193254, 'label': 'neutral'}]",0.5212585926055908
159,195,Aniemore/hubert-emotion-russian-resd,02_anger_sadness/02_anger_sadness a_042.wav,anger,anger,"[{'score': 0.953393280506134, 'label': 'anger'}, {'score': 0.04376407712697983, 'label': 'happiness'}, {'score': 0.001767446519806981, 'label': 'fear'}, {'score': 0.0008431650348939002, 'label': 'disgust'}, {'score': 9.057251736521721e-05, 'label': 'neutral'}]",1.1515662670135498
160,198,Aniemore/hubert-emotion-russian-resd,09_neutral_happiness/09_neutral_happiness n_052.wav,neutral,neutral,"[{'score': 0.997048556804657, 'label': 'neutral'}, {'score': 0.0014612817903980613, 'label': 'enthusiasm'}, {'score': 0.0011690778192132711, 'label': 'sadness'}, {'score': 0.00023269251687452197, 'label': 'fear'}, {'score': 3.7777812394779176e-05, 'label': 'disgust'}]",1.4788198471069336
161,201,Aniemore/hubert-emotion-russian-resd,fear_anger_22/22_fear_anger_a_150.wav,anger,anger,"[{'score': 0.9970152378082275, 'label': 'anger'}, {'score': 0.0021264716051518917, 'label': 'happiness'}, {'score': 0.0005686184158548713, 'label': 'fear'}, {'score': 0.00024359954113606364, 'label': 'disgust'}, {'score': 2.132734880433418e-05, 'label': 'sadness'}]",0.4014322757720947
162,204,Aniemore/hubert-emotion-russian-resd,02_anger_sadness/02_anger_sadness a_011.wav,anger,anger,"[{'score': 0.9978704452514648, 'label': 'anger'}, {'score': 0.0010206669103354216, 'label': 'fear'}, {'score': 0.0008228086517192423, 'label': 'happiness'}, {'score': 0.00023886491544544697, 'label': 'disgust'}, {'score': 2.9304057534318417e-05, 'label': 'sadness'}]",1.2694451808929443
163,207,Aniemore/hubert-emotion-russian-resd,happiness_sadness_45/45_happiness_sadness_s_141.wav,sadness,sadness,"[{'score': 0.9952892065048218, 'label': 'sadness'}, {'score': 0.0018425814341753721, 'label': 'fear'}, {'score': 0.0011261723702773452, 'label': 'neutral'}, {'score': 0.0009928408544510603, 'label': 'happiness'}, {'score': 0.0004905352252535522, 'label': 'enthusiasm'}]",2.482455015182495
164,210,Aniemore/hubert-emotion-russian-resd,neutral_anger_44/44_neutral_anger_a_030.wav,anger,anger,"[{'score': 0.9328150749206543, 'label': 'anger'}, {'score': 0.06655999273061752, 'label': 'disgust'}, {'score': 0.0003483858599793166, 'label': 'fear'}, {'score': 0.00012261270603630692, 'label': 'happiness'}, {'score': 7.306187035283074e-05, 'label': 'sadness'}]",0.8346891403198242
165,213,Aniemore/hubert-emotion-russian-resd,enthusiasm_neutral_43/43_enthusiasm_neutral_e_110.wav,fear,enthusiasm,"[{'score': 0.9610152840614319, 'label': 'fear'}, {'score': 0.0270833782851696, 'label': 'sadness'}, {'score': 0.010107970796525478, 'label': 'enthusiasm'}, {'score': 0.0011640783632174134, 'label': 'neutral'}, {'score': 0.00045729067642241716, 'label': 'happiness'}]",1.423323631286621
166,216,Aniemore/hubert-emotion-russian-resd,sadness_happiness_49/49_sadness_happiness_s_072.wav,sadness,sadness,"[{'score': 0.9970801472663879, 'label': 'sadness'}, {'score': 0.0023915546480566263, 'label': 'fear'}, {'score': 0.0003043047327082604, 'label': 'neutral'}, {'score': 0.00010599052620818838, 'label': 'enthusiasm'}, {'score': 5.4131051001604646e-05, 'label': 'disgust'}]",1.495267391204834
167,219,Aniemore/hubert-emotion-russian-resd,disgust_enthusiasm_20/20_disgust_enthusiasm_e_130.wav,enthusiasm,enthusiasm,"[{'score': 0.9689149856567383, 'label': 'enthusiasm'}, {'score': 0.028777316212654114, 'label': 'disgust'}, {'score': 0.0019945744425058365, 'label': 'neutral'}, {'score': 0.00019221342517994344, 'label': 'happiness'}, {'score': 7.833852578187361e-05, 'label': 'sadness'}]",0.37303924560546875
168,222,Aniemore/hubert-emotion-russian-resd,fear_disgust_41/41_fear_disgust_d_080.wav,disgust,disgust,"[{'score': 0.9968286156654358, 'label': 'disgust'}, {'score': 0.001390146673657, 'label': 'anger'}, {'score': 0.0013202936388552189, 'label': 'happiness'}, {'score': 0.00020128271717112511, 'label': 'fear'}, {'score': 0.0001582285185577348, 'label': 'enthusiasm'}]",1.1539909839630127
169,225,Aniemore/hubert-emotion-russian-resd,enthusiasm_sadness_50/50_enthusiasm_sadness_s_130.wav,sadness,sadness,"[{'score': 0.9977540373802185, 'label': 'sadness'}, {'score': 0.0009017906850203872, 'label': 'neutral'}, {'score': 0.0006007607444189489, 'label': 'fear'}, {'score': 0.0005404910771176219, 'label': 'disgust'}, {'score': 0.00010067989933304489, 'label': 'anger'}]",0.4324657917022705
170,228,Aniemore/hubert-emotion-russian-resd,08_sadness_anger/08_sadness_anger s_130.wav,sadness,sadness,"[{'score': 0.9660002589225769, 'label': 'sadness'}, {'score': 0.0313815139234066, 'label': 'fear'}, {'score': 0.001818902208469808, 'label': 'neutral'}, {'score': 0.0005891043110750616, 'label': 'enthusiasm'}, {'score': 9.157905878964812e-05, 'label': 'anger'}]",1.32118821144104
171,231,Aniemore/hubert-emotion-russian-resd,05_neutral_fear/05_neutral_fear f_070.wav,fear,fear,"[{'score': 0.7520251870155334, 'label': 'fear'}, {'score': 0.24673186242580414, 'label': 'sadness'}, {'score': 0.0005307296523824334, 'label': 'neutral'}, {'score': 0.0002491855702828616, 'label': 'anger'}, {'score': 0.0001846746017690748, 'label': 'enthusiasm'}]",0.6699981689453125
172,234,Aniemore/hubert-emotion-russian-resd,sadness_disgust_33/33_sadness_disgust_d_090.wav,enthusiasm,disgust,"[{'score': 0.9788505434989929, 'label': 'enthusiasm'}, {'score': 0.01795782893896103, 'label': 'disgust'}, {'score': 0.0029698279686272144, 'label': 'neutral'}, {'score': 9.492429671809077e-05, 'label': 'happiness'}, {'score': 7.777194696245715e-05, 'label': 'sadness'}]",0.9760911464691162
173,237,Aniemore/hubert-emotion-russian-resd,sadness_disgust_46/46_sadness_disgust_s_030.wav,sadness,sadness,"[{'score': 0.997214138507843, 'label': 'sadness'}, {'score': 0.0013836411526426673, 'label': 'neutral'}, {'score': 0.0008841262315399945, 'label': 'enthusiasm'}, {'score': 0.0003706175775732845, 'label': 'fear'}, {'score': 9.795745427254587e-05, 'label': 'disgust'}]",1.0609157085418701
174,240,Aniemore/hubert-emotion-russian-resd,happiness_neutral_23/23_happiness_neutral_n_050.wav,neutral,neutral,"[{'score': 0.9983612895011902, 'label': 'neutral'}, {'score': 0.0007827600347809494, 'label': 'sadness'}, {'score': 0.00047640755656175315, 'label': 'enthusiasm'}, {'score': 0.00026560123660601676, 'label': 'fear'}, {'score': 5.195864287088625e-05, 'label': 'anger'}]",0.3950846195220947
175,243,Aniemore/hubert-emotion-russian-resd,04_fear_enthusiasm/04_fear_enthusiasm e_010.wav,enthusiasm,enthusiasm,"[{'score': 0.9985299110412598, 'label': 'enthusiasm'}, {'score': 0.0010154094779863954, 'label': 'happiness'}, {'score': 0.0003018222050741315, 'label': 'neutral'}, {'score': 0.00011397849448258057, 'label': 'disgust'}, {'score': 1.8230419300380163e-05, 'label': 'fear'}]",0.7590742111206055
176,246,Aniemore/hubert-emotion-russian-resd,sadness_disgust_12/12_sadness_disgust_d_080.wav,happiness,disgust,"[{'score': 0.994346559047699, 'label': 'happiness'}, {'score': 0.0031841108575463295, 'label': 'disgust'}, {'score': 0.001982084009796381, 'label': 'enthusiasm'}, {'score': 0.0003061865281779319, 'label': 'anger'}, {'score': 0.00010558992653386667, 'label': 'fear'}]",1.4721448421478271
177,249,Aniemore/hubert-emotion-russian-resd,neutral_anger_44/44_neutral_anger_n_050.wav,enthusiasm,neutral,"[{'score': 0.8685644268989563, 'label': 'enthusiasm'}, {'score': 0.12746796011924744, 'label': 'neutral'}, {'score': 0.001991581404581666, 'label': 'sadness'}, {'score': 0.001103585003875196, 'label': 'disgust'}, {'score': 0.0005842445534653962, 'label': 'happiness'}]",0.6224961280822754
178,252,Aniemore/hubert-emotion-russian-resd,enthusiasm_neutral_37/37_enthusiasm_neutral_e_020.wav,sadness,enthusiasm,"[{'score': 0.9065314531326294, 'label': 'sadness'}, {'score': 0.0556693933904171, 'label': 'enthusiasm'}, {'score': 0.03575756400823593, 'label': 'neutral'}, {'score': 0.001651940867304802, 'label': 'fear'}, {'score': 0.0002036113728536293, 'label': 'happiness'}]",0.7087664604187012
179,255,Aniemore/hubert-emotion-russian-resd,happiness_anger_21/21_happiness_anger_a_070.wav,anger,anger,"[{'score': 0.9863081574440002, 'label': 'anger'}, {'score': 0.010393787175416946, 'label': 'happiness'}, {'score': 0.0029865542892366648, 'label': 'fear'}, {'score': 0.0002449937746860087, 'label': 'disgust'}, {'score': 4.428898319019936e-05, 'label': 'sadness'}]",0.8406555652618408
180,258,Aniemore/hubert-emotion-russian-resd,anger_fear_34/34_anger_fear_a_022.wav,anger,anger,"[{'score': 0.9988124370574951, 'label': 'anger'}, {'score': 0.0006967199733480811, 'label': 'disgust'}, {'score': 0.00034555824822746217, 'label': 'fear'}, {'score': 0.0001043337833834812, 'label': 'happiness'}, {'score': 3.252697570133023e-05, 'label': 'sadness'}]",1.215083122253418
181,261,Aniemore/hubert-emotion-russian-resd,10_happiness_anger/10_happiness_anger h_050.wav,enthusiasm,happiness,"[{'score': 0.5788289904594421, 'label': 'enthusiasm'}, {'score': 0.4175742268562317, 'label': 'happiness'}, {'score': 0.002550880191847682, 'label': 'neutral'}, {'score': 0.00042314521851949394, 'label': 'disgust'}, {'score': 0.0004047356778755784, 'label': 'fear'}]",0.7643089294433594
182,264,Aniemore/hubert-emotion-russian-resd,happiness_fear_29/29_happiness_fear_h_060.wav,happiness,happiness,"[{'score': 0.9193082451820374, 'label': 'happiness'}, {'score': 0.07800352573394775, 'label': 'fear'}, {'score': 0.0012889793142676353, 'label': 'anger'}, {'score': 0.000476221990538761, 'label': 'sadness'}, {'score': 0.00032750569516792893, 'label': 'neutral'}]",0.22739338874816895
183,267,Aniemore/hubert-emotion-russian-resd,enthusiasm_neutral_37/37_enthusiasm_neutral_e_120.wav,enthusiasm,enthusiasm,"[{'score': 0.9989442229270935, 'label': 'enthusiasm'}, {'score': 0.0006446565384976566, 'label': 'neutral'}, {'score': 0.00022170154261402786, 'label': 'disgust'}, {'score': 0.00014992781507316977, 'label': 'happiness'}, {'score': 2.8123839001636952e-05, 'label': 'sadness'}]",1.136314868927002
184,270,Aniemore/hubert-emotion-russian-resd,fear_happiness_30/30_fear_happiness_f_150.wav,fear,fear,"[{'score': 0.9663422107696533, 'label': 'fear'}, {'score': 0.02931487001478672, 'label': 'happiness'}, {'score': 0.0015138292219489813, 'label': 'neutral'}, {'score': 0.0013228228781372309, 'label': 'anger'}, {'score': 0.0007779894513078034, 'label': 'sadness'}]",1.4650201797485352
185,273,Aniemore/hubert-emotion-russian-resd,sadness_happiness_49/49_sadness_happiness_s_030.wav,enthusiasm,sadness,"[{'score': 0.9165875911712646, 'label': 'enthusiasm'}, {'score': 0.07149482518434525, 'label': 'sadness'}, {'score': 0.0065755825489759445, 'label': 'neutral'}, {'score': 0.0031221730168908834, 'label': 'fear'}, {'score': 0.0020322033669799566, 'label': 'happiness'}]",2.018333673477173
186,276,Aniemore/hubert-emotion-russian-resd,happiness_neutral_38/38_happiness_neutral_n_030.wav,neutral,neutral,"[{'score': 0.99659663438797, 'label': 'neutral'}, {'score': 0.0026392312720417976, 'label': 'enthusiasm'}, {'score': 0.0003542913473211229, 'label': 'fear'}, {'score': 0.00025176804047077894, 'label': 'sadness'}, {'score': 8.121046994347125e-05, 'label': 'disgust'}]",0.8759932518005371
187,279,Aniemore/hubert-emotion-russian-resd,04_fear_enthusiasm/04_fear_enthusiasm f_140.wav,happiness,fear,"[{'score': 0.6930322647094727, 'label': 'happiness'}, {'score': 0.30158475041389465, 'label': 'fear'}, {'score': 0.0038298580329865217, 'label': 'enthusiasm'}, {'score': 0.0005358288181014359, 'label': 'neutral'}, {'score': 0.0004719999560620636, 'label': 'anger'}]",1.53328275680542
188,0,Aniemore/wavlm-emotion-russian-resd,neutral_fear_27/27_neutral_fear_n_100.wav,disgust,neutral,"[{'score': 0.997835099697113, 'label': 'disgust'}, {'score': 0.0010969379218295217, 'label': 'anger'}, {'score': 0.0005700398469343781, 'label': 'neutral'}, {'score': 0.00017714571731630713, 'label': 'enthusiasm'}, {'score': 0.00014542289136443287, 'label': 'sadness'}]",1.8431525230407715
189,3,Aniemore/wavlm-emotion-russian-resd,anger_fear_42/42_anger_fear_a_190.wav,anger,anger,"[{'score': 0.9997614026069641, 'label': 'anger'}, {'score': 9.41476464504376e-05, 'label': 'disgust'}, {'score': 6.397983088390902e-05, 'label': 'fear'}, {'score': 4.5876106014475226e-05, 'label': 'happiness'}, {'score': 2.4214466975536197e-05, 'label': 'neutral'}]",0.3305041790008545
190,6,Aniemore/wavlm-emotion-russian-resd,fear_disgust_41/41_fear_disgust_f_050.wav,fear,fear,"[{'score': 0.9991934895515442, 'label': 'fear'}, {'score': 0.0006467009661719203, 'label': 'sadness'}, {'score': 5.326434620656073e-05, 'label': 'enthusiasm'}, {'score': 4.1168368625221774e-05, 'label': 'disgust'}, {'score': 2.9258242648211308e-05, 'label': 'anger'}]",2.118075370788574
191,9,Aniemore/wavlm-emotion-russian-resd,neutral_fear_27/27_neutral_fear_n_020.wav,neutral,neutral,"[{'score': 0.9909838438034058, 'label': 'neutral'}, {'score': 0.00777975982055068, 'label': 'disgust'}, {'score': 0.0005638254806399345, 'label': 'enthusiasm'}, {'score': 0.00021671202557627112, 'label': 'sadness'}, {'score': 0.00021254394960124046, 'label': 'anger'}]",1.3965907096862793
192,12,Aniemore/wavlm-emotion-russian-resd,anger_disgust_19/19_anger_disgust_a_030.wav,anger,anger,"[{'score': 0.9862995743751526, 'label': 'anger'}, {'score': 0.012509179301559925, 'label': 'disgust'}, {'score': 0.0004646744055207819, 'label': 'fear'}, {'score': 0.0003875975962728262, 'label': 'happiness'}, {'score': 0.00024599602329544723, 'label': 'sadness'}]",0.8286149501800537
193,15,Aniemore/wavlm-emotion-russian-resd,11_disgust_anger/11_anger_disgust a_040.wav,disgust,anger,"[{'score': 0.7814474105834961, 'label': 'disgust'}, {'score': 0.16710515320301056, 'label': 'enthusiasm'}, {'score': 0.045177046209573746, 'label': 'anger'}, {'score': 0.003097983542829752, 'label': 'happiness'}, {'score': 0.002196226269006729, 'label': 'fear'}]",0.17823314666748047
194,18,Aniemore/wavlm-emotion-russian-resd,happiness_neutral_23/23_happiness_neutral_h_130.wav,happiness,happiness,"[{'score': 0.999687671661377, 'label': 'happiness'}, {'score': 0.00010907190153375268, 'label': 'sadness'}, {'score': 0.00010262825526297092, 'label': 'anger'}, {'score': 3.892376844305545e-05, 'label': 'fear'}, {'score': 2.832518111972604e-05, 'label': 'enthusiasm'}]",0.6307575702667236
195,21,Aniemore/wavlm-emotion-russian-resd,enthusiasm_sadness_47/47_enthusiasm_sadness_s_010.wav,sadness,sadness,"[{'score': 0.9995235204696655, 'label': 'sadness'}, {'score': 0.0001715522666927427, 'label': 'fear'}, {'score': 0.00016547781706321985, 'label': 'neutral'}, {'score': 0.00010204860882367939, 'label': 'disgust'}, {'score': 1.3923557162343059e-05, 'label': 'anger'}]",1.108471155166626
196,24,Aniemore/wavlm-emotion-russian-resd,10_happiness_anger/10_happiness_anger a_110.wav,anger,anger,"[{'score': 0.999727189540863, 'label': 'anger'}, {'score': 0.00011615831317612901, 'label': 'happiness'}, {'score': 8.001623064046726e-05, 'label': 'fear'}, {'score': 4.297497071092948e-05, 'label': 'disgust'}, {'score': 2.4011829736991785e-05, 'label': 'neutral'}]",0.2654268741607666
197,27,Aniemore/wavlm-emotion-russian-resd,happiness_neutral_23/23_happiness_neutral_h_180.wav,happiness,happiness,"[{'score': 0.9993422627449036, 'label': 'happiness'}, {'score': 0.00041249964851886034, 'label': 'anger'}, {'score': 0.00012682541273534298, 'label': 'enthusiasm'}, {'score': 5.674185376847163e-05, 'label': 'fear'}, {'score': 3.865360849886201e-05, 'label': 'neutral'}]",0.9572677612304688
198,30,Aniemore/wavlm-emotion-russian-resd,neutral_anger_44/44_neutral_anger_n_170.wav,neutral,neutral,"[{'score': 0.9997054934501648, 'label': 'neutral'}, {'score': 0.0001612555788597092, 'label': 'sadness'}, {'score': 4.08944979426451e-05, 'label': 'enthusiasm'}, {'score': 3.607340840972029e-05, 'label': 'anger'}, {'score': 3.1588981073582545e-05, 'label': 'disgust'}]",0.26961445808410645
199,33,Aniemore/wavlm-emotion-russian-resd,fear_enthusiasm_31/31_fear_enthusiasm_f_130.wav,happiness,fear,"[{'score': 0.7886251211166382, 'label': 'happiness'}, {'score': 0.10657940804958344, 'label': 'fear'}, {'score': 0.10144664347171783, 'label': 'enthusiasm'}, {'score': 0.002901466330513358, 'label': 'neutral'}, {'score': 0.000182872885488905, 'label': 'anger'}]",0.24788928031921387
200,36,Aniemore/wavlm-emotion-russian-resd,fear_enthusiasm_31/31_fear_enthusiasm_e_110.wav,enthusiasm,enthusiasm,"[{'score': 0.9991459846496582, 'label': 'enthusiasm'}, {'score': 0.00045743316877633333, 'label': 'neutral'}, {'score': 0.00027706052060239017, 'label': 'disgust'}, {'score': 6.427003245335072e-05, 'label': 'fear'}, {'score': 2.3519214664702304e-05, 'label': 'sadness'}]",0.21640563011169434
201,39,Aniemore/wavlm-emotion-russian-resd,neutral_enthusiasm_13/13_neutral_enthusiasm_n_070.wav,neutral,neutral,"[{'score': 0.9997493624687195, 'label': 'neutral'}, {'score': 0.00011723864736268297, 'label': 'sadness'}, {'score': 6.737035437254235e-05, 'label': 'enthusiasm'}, {'score': 2.6094148779520765e-05, 'label': 'anger'}, {'score': 2.1843434296897613e-05, 'label': 'happiness'}]",0.9626820087432861
202,42,Aniemore/wavlm-emotion-russian-resd,fear_enthusiasm_31/31_fear_enthusiasm_e_060.wav,enthusiasm,enthusiasm,"[{'score': 0.9307301044464111, 'label': 'enthusiasm'}, {'score': 0.0682394802570343, 'label': 'happiness'}, {'score': 0.00048459574463777244, 'label': 'neutral'}, {'score': 0.0003743328561540693, 'label': 'fear'}, {'score': 0.0001261566358152777, 'label': 'anger'}]",0.770655632019043
